campaign_id,objective,target_audience,active_message,channel
CAM398,Promote new seasonal item,Occasional customers looking for novelty,Discover a new short-run item created to add variety to your usual order. Check the current offer and plan your next meal.,Facebook
CAM399,Promote new seasonal item,Occasional customers looking for novelty,Switch up your regular meal with a seasonal choice available for a limited period. Open the menu to customise and place your order.,Website/App
CAM400,Promote new seasonal item,Occasional customers looking for novelty,Taste the latest menu drop while the seasonal release is still available. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM401,Increase festive sales,Families planning festive meals,Make festive gatherings easier with convenient meal bundles designed for sharing. See today's options in our latest post.,Instagram
CAM402,Increase festive sales,Families planning festive meals,Simplify group celebrations with seasonal packs that are easy to order. Check the current offer and plan your next meal.,Facebook
CAM403,Increase festive sales,Families planning festive meals,Bring more variety to the table with a limited-time festive bundle. Use the message link to view the current offer.,Email
CAM404,Increase festive sales,Families planning festive meals,Plan a stress-free celebration meal with shareable choices for different tastes. Open the menu to customise and place your order.,Website/App
CAM405,Increase festive sales,Families planning festive meals,Make festive gatherings easier with convenient meal bundles designed for sharing. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM406,Increase festive sales,Corporate teams arranging group orders,Simplify group celebrations with seasonal packs that are easy to order. See today's options in our latest post.,Instagram
CAM407,Increase festive sales,Corporate teams arranging group orders,Bring more variety to the table with a limited-time festive bundle. Check the current offer and plan your next meal.,Facebook
CAM408,Increase festive sales,Corporate teams arranging group orders,Plan a stress-free celebration meal with shareable choices for different tastes. Use the message link to view the current offer.,Email
CAM409,Increase festive sales,Corporate teams arranging group orders,Make festive gatherings easier with convenient meal bundles designed for sharing. Open the menu to customise and place your order.,Website/App
CAM410,Increase festive sales,Corporate teams arranging group orders,Simplify group celebrations with seasonal packs that are easy to order. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM411,Increase festive sales,Existing customers buying for gatherings,Bring more variety to the table with a limited-time festive bundle. See today's options in our latest post.,Instagram
CAM412,Increase festive sales,Existing customers buying for gatherings,Plan a stress-free celebration meal with shareable choices for different tastes. Check the current offer and plan your next meal.,Facebook
CAM413,Increase festive sales,Existing customers buying for gatherings,Make festive gatherings easier with convenient meal bundles designed for sharing. Use the message link to view the current offer.,Email
CAM414,Increase festive sales,Existing customers buying for gatherings,Simplify group celebrations with seasonal packs that are easy to order. Open the menu to customise and place your order.,Website/App
CAM415,Increase festive sales,Existing customers buying for gatherings,Bring more variety to the table with a limited-time festive bundle. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM416,Increase festive sales,Friend groups planning seasonal celebrations,Plan a stress-free celebration meal with shareable choices for different tastes. See today's options in our latest post.,Instagram
CAM417,Increase festive sales,Friend groups planning seasonal celebrations,Make festive gatherings easier with convenient meal bundles designed for sharing. Check the current offer and plan your next meal.,Facebook
CAM418,Increase festive sales,Friend groups planning seasonal celebrations,Simplify group celebrations with seasonal packs that are easy to order. Use the message link to view the current offer.,Email
CAM419,Increase festive sales,Friend groups planning seasonal celebrations,Bring more variety to the table with a limited-time festive bundle. Open the menu to customise and place your order.,Website/App
CAM420,Increase festive sales,Friend groups planning seasonal celebrations,Plan a stress-free celebration meal with shareable choices for different tastes. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM421,Increase brand awareness,Young adults discovering local food brands,"Discover an everyday meal brand built around convenience, flavour and flexible choice. See today's options in our latest post.",Instagram
CAM422,Increase brand awareness,Young adults discovering local food brands,Meet a practical option for quick meals that still feels fresh and satisfying. Watch the short menu feature and choose your next order.,TikTok
CAM423,Increase brand awareness,Young adults discovering local food brands,Get to know a local dining option designed for busy Singapore routines. Check the current offer and plan your next meal.,Facebook
CAM424,Increase brand awareness,Young adults discovering local food brands,"Find an easy meal choice for lunch, dinner or takeaway without unnecessary complexity. Open the menu to customise and place your order.",Website/App
CAM425,Increase brand awareness,Young adults discovering local food brands,"Discover an everyday meal brand built around convenience, flavour and flexible choice. Look for the offer at the counter or self-ordering kiosk.",In-store
CAM426,Increase brand awareness,Office workers near new outlet locations,Meet a practical option for quick meals that still feels fresh and satisfying. See today's options in our latest post.,Instagram
CAM427,Increase brand awareness,Office workers near new outlet locations,Get to know a local dining option designed for busy Singapore routines. Watch the short menu feature and choose your next order.,TikTok
CAM428,Increase brand awareness,Office workers near new outlet locations,"Find an easy meal choice for lunch, dinner or takeaway without unnecessary complexity. Check the current offer and plan your next meal.",Facebook
CAM429,Increase brand awareness,Office workers near new outlet locations,"Discover an everyday meal brand built around convenience, flavour and flexible choice. Open the menu to customise and place your order.",Website/App
CAM430,Increase brand awareness,Office workers near new outlet locations,Meet a practical option for quick meals that still feels fresh and satisfying. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM431,Increase brand awareness,Families in nearby residential areas,Get to know a local dining option designed for busy Singapore routines. See today's options in our latest post.,Instagram
CAM432,Increase brand awareness,Families in nearby residential areas,"Find an easy meal choice for lunch, dinner or takeaway without unnecessary complexity. Watch the short menu feature and choose your next order.",TikTok
CAM433,Increase brand awareness,Families in nearby residential areas,"Discover an everyday meal brand built around convenience, flavour and flexible choice. Check the current offer and plan your next meal.",Facebook
CAM434,Increase brand awareness,Families in nearby residential areas,Meet a practical option for quick meals that still feels fresh and satisfying. Open the menu to customise and place your order.,Website/App
CAM435,Increase brand awareness,Families in nearby residential areas,Get to know a local dining option designed for busy Singapore routines. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM436,Increase brand awareness,Social media users interested in casual dining,"Find an easy meal choice for lunch, dinner or takeaway without unnecessary complexity. See today's options in our latest post.",Instagram
CAM437,Increase brand awareness,Social media users interested in casual dining,"Discover an everyday meal brand built around convenience, flavour and flexible choice. Watch the short menu feature and choose your next order.",TikTok
CAM438,Increase brand awareness,Social media users interested in casual dining,Meet a practical option for quick meals that still feels fresh and satisfying. Check the current offer and plan your next meal.,Facebook
CAM439,Increase brand awareness,Social media users interested in casual dining,Get to know a local dining option designed for busy Singapore routines. Open the menu to customise and place your order.,Website/App
CAM440,Increase brand awareness,Social media users interested in casual dining,"Find an easy meal choice for lunch, dinner or takeaway without unnecessary complexity. Look for the offer at the counter or self-ordering kiosk.",In-store
CAM441,Promote local relevance,Singapore residents who enjoy familiar flavours,Enjoy familiar Singapore-inspired flavours in a convenient everyday format. See today's options in our latest post.,Instagram
CAM442,Promote local relevance,Singapore residents who enjoy familiar flavours,Discover local taste references reworked for a modern quick-service meal. Watch the short menu feature and choose your next order.,TikTok
CAM443,Promote local relevance,Singapore residents who enjoy familiar flavours,Choose a meal that feels familiar while fitting today's busy lifestyle. Check the current offer and plan your next meal.,Facebook
CAM444,Promote local relevance,Singapore residents who enjoy familiar flavours,Bring recognisable local flavour into an easy lunch or dinner routine. Open the menu to customise and place your order.,Website/App
CAM445,Promote local relevance,Singapore residents who enjoy familiar flavours,Enjoy familiar Singapore-inspired flavours in a convenient everyday format. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM446,Promote local relevance,Young adults interested in modern local food culture,Discover local taste references reworked for a modern quick-service meal. See today's options in our latest post.,Instagram
CAM447,Promote local relevance,Young adults interested in modern local food culture,Choose a meal that feels familiar while fitting today's busy lifestyle. Watch the short menu feature and choose your next order.,TikTok
CAM448,Promote local relevance,Young adults interested in modern local food culture,Bring recognisable local flavour into an easy lunch or dinner routine. Check the current offer and plan your next meal.,Facebook
CAM449,Promote local relevance,Young adults interested in modern local food culture,Enjoy familiar Singapore-inspired flavours in a convenient everyday format. Open the menu to customise and place your order.,Website/App
CAM450,Promote local relevance,Young adults interested in modern local food culture,Discover local taste references reworked for a modern quick-service meal. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM451,Promote local relevance,Families seeking familiar everyday tastes,Choose a meal that feels familiar while fitting today's busy lifestyle. See today's options in our latest post.,Instagram
CAM452,Promote local relevance,Families seeking familiar everyday tastes,Bring recognisable local flavour into an easy lunch or dinner routine. Watch the short menu feature and choose your next order.,TikTok
CAM453,Promote local relevance,Families seeking familiar everyday tastes,Enjoy familiar Singapore-inspired flavours in a convenient everyday format. Check the current offer and plan your next meal.,Facebook
CAM454,Promote local relevance,Families seeking familiar everyday tastes,Discover local taste references reworked for a modern quick-service meal. Open the menu to customise and place your order.,Website/App
CAM455,Promote local relevance,Families seeking familiar everyday tastes,Choose a meal that feels familiar while fitting today's busy lifestyle. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM456,Promote local relevance,Visitors looking for approachable Singapore-inspired meals,Bring recognisable local flavour into an easy lunch or dinner routine. See today's options in our latest post.,Instagram
CAM457,Promote local relevance,Visitors looking for approachable Singapore-inspired meals,Enjoy familiar Singapore-inspired flavours in a convenient everyday format. Watch the short menu feature and choose your next order.,TikTok
CAM458,Promote local relevance,Visitors looking for approachable Singapore-inspired meals,Discover local taste references reworked for a modern quick-service meal. Check the current offer and plan your next meal.,Facebook
CAM459,Promote local relevance,Visitors looking for approachable Singapore-inspired meals,Choose a meal that feels familiar while fitting today's busy lifestyle. Open the menu to customise and place your order.,Website/App
CAM460,Promote local relevance,Visitors looking for approachable Singapore-inspired meals,Bring recognisable local flavour into an easy lunch or dinner routine. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM461,Reduce peak-hour queue friction,Office workers ordering between 11:30am and 1:30pm,Pre-order before the rush and collect with less waiting at peak times. See today's options in our latest post.,Instagram
CAM462,Reduce peak-hour queue friction,Office workers ordering between 11:30am and 1:30pm,Use digital ordering to make busy meal periods faster and more predictable. Use the message link to view the current offer.,Email
CAM463,Reduce peak-hour queue friction,Office workers ordering between 11:30am and 1:30pm,Spend less time in line by ordering before you reach the counter. Open the menu to customise and place your order.,Website/App
CAM464,Reduce peak-hour queue friction,Office workers ordering between 11:30am and 1:30pm,Choose a quicker ordering path when queues are longest and time matters most. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM465,Reduce peak-hour queue friction,Office workers ordering between 11:30am and 1:30pm,Pre-order before the rush and collect with less waiting at peak times. Check the current offer and plan your next meal.,Facebook
CAM466,Reduce peak-hour queue friction,Students ordering during class breaks,Use digital ordering to make busy meal periods faster and more predictable. See today's options in our latest post.,Instagram
CAM467,Reduce peak-hour queue friction,Students ordering during class breaks,Spend less time in line by ordering before you reach the counter. Use the message link to view the current offer.,Email
CAM468,Reduce peak-hour queue friction,Students ordering during class breaks,Choose a quicker ordering path when queues are longest and time matters most. Open the menu to customise and place your order.,Website/App
CAM469,Reduce peak-hour queue friction,Students ordering during class breaks,Pre-order before the rush and collect with less waiting at peak times. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM470,Reduce peak-hour queue friction,Students ordering during class breaks,Use digital ordering to make busy meal periods faster and more predictable. Check the current offer and plan your next meal.,Facebook
CAM471,Reduce peak-hour queue friction,Regular takeaway customers at busy outlets,Spend less time in line by ordering before you reach the counter. See today's options in our latest post.,Instagram
CAM472,Reduce peak-hour queue friction,Regular takeaway customers at busy outlets,Choose a quicker ordering path when queues are longest and time matters most. Use the message link to view the current offer.,Email
CAM473,Reduce peak-hour queue friction,Regular takeaway customers at busy outlets,Pre-order before the rush and collect with less waiting at peak times. Open the menu to customise and place your order.,Website/App
CAM474,Reduce peak-hour queue friction,Regular takeaway customers at busy outlets,Use digital ordering to make busy meal periods faster and more predictable. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM475,Reduce peak-hour queue friction,Regular takeaway customers at busy outlets,Spend less time in line by ordering before you reach the counter. Check the current offer and plan your next meal.,Facebook
CAM476,Reduce peak-hour queue friction,Customers using high-traffic mall locations,Choose a quicker ordering path when queues are longest and time matters most. See today's options in our latest post.,Instagram
CAM477,Reduce peak-hour queue friction,Customers using high-traffic mall locations,Pre-order before the rush and collect with less waiting at peak times. Use the message link to view the current offer.,Email
CAM478,Reduce peak-hour queue friction,Customers using high-traffic mall locations,Use digital ordering to make busy meal periods faster and more predictable. Open the menu to customise and place your order.,Website/App
CAM479,Reduce peak-hour queue friction,Customers using high-traffic mall locations,Spend less time in line by ordering before you reach the counter. Look for the offer at the counter or self-ordering kiosk.,In-store
CAM480,Reduce peak-hour queue friction,Customers using high-traffic mall locations,Choose a quicker ordering path when queues are longest and time matters most. Check the current offer and plan your next meal.,Facebook
CAM481,Increase online conversion,Website visitors who viewed the menu but did not order,Move from browsing to ordering with a simple menu and clear customisation steps. See today's options in our latest post.,Instagram
CAM482,Increase online conversion,Website visitors who viewed the menu but did not order,Finish your order in a few steps and choose the meal that fits your needs. Use the message link to view the current offer.,Email
CAM483,Increase online conversion,Website visitors who viewed the menu but did not order,Turn menu interest into a convenient order with straightforward checkout. Open the menu to customise and place your order.,Website/App
CAM484,Increase online conversion,Website visitors who viewed the menu but did not order,Complete your meal choice online without unnecessary steps or confusion. Check the current offer and plan your next meal.,Facebook
CAM485,Increase online conversion,Website visitors who viewed the menu but did not order,Move from browsing to ordering with a simple menu and clear customisation steps. Watch the short menu feature and choose your next order.,TikTok
CAM486,Increase online conversion,App users who abandoned a basket,Finish your order in a few steps and choose the meal that fits your needs. See today's options in our latest post.,Instagram
CAM487,Increase online conversion,App users who abandoned a basket,Turn menu interest into a convenient order with straightforward checkout. Use the message link to view the current offer.,Email
CAM488,Increase online conversion,App users who abandoned a basket,Complete your meal choice online without unnecessary steps or confusion. Open the menu to customise and place your order.,Website/App
CAM489,Increase online conversion,App users who abandoned a basket,Move from browsing to ordering with a simple menu and clear customisation steps. Check the current offer and plan your next meal.,Facebook
CAM490,Increase online conversion,App users who abandoned a basket,Finish your order in a few steps and choose the meal that fits your needs. Watch the short menu feature and choose your next order.,TikTok
CAM491,Increase online conversion,Social media visitors clicking through to the menu,Turn menu interest into a convenient order with straightforward checkout. See today's options in our latest post.,Instagram
CAM492,Increase online conversion,Social media visitors clicking through to the menu,Complete your meal choice online without unnecessary steps or confusion. Use the message link to view the current offer.,Email
CAM493,Increase online conversion,Social media visitors clicking through to the menu,Move from browsing to ordering with a simple menu and clear customisation steps. Open the menu to customise and place your order.,Website/App
CAM494,Increase online conversion,Social media visitors clicking through to the menu,Finish your order in a few steps and choose the meal that fits your needs. Check the current offer and plan your next meal.,Facebook
CAM495,Increase online conversion,Social media visitors clicking through to the menu,Turn menu interest into a convenient order with straightforward checkout. Watch the short menu feature and choose your next order.,TikTok
CAM496,Increase online conversion,Returning customers browsing online before meal times,Complete your meal choice online without unnecessary steps or confusion. See today's options in our latest post.,Instagram
CAM497,Increase online conversion,Returning customers browsing online before meal times,Move from browsing to ordering with a simple menu and clear customisation steps. Use the message link to view the current offer.,Email
CAM498,Increase online conversion,Returning customers browsing online before meal times,Finish your order in a few steps and choose the meal that fits your needs. Open the menu to customise and place your order.,Website/App
CAM499,Increase online conversion,Returning customers browsing online before meal times,Turn menu interest into a convenient order with straightforward checkout. Check the current offer and plan your next meal.,Facebook
CAM500,Increase online conversion,Returning customers browsing online before meal times,Complete your meal choice online without unnecessary steps or confusion. Watch the short menu feature and choose your next order.,TikTok
